cpu,memory,disk,network
25.17185122673159,4788.0,187.0,497.3099920305842
28.324857409348613,5229.0,509.0,274.7411256873866
48.64547297396719,2921.0,141.0,968.9878595186136
30.070613817670665,6482.0,979.0,596.2991853381261
66.2799887088351,6045.0,907.0,151.53126882474464
89.4786955047565,3273.0,599.0,932.3809939443572
78.0493533614572,6011.0,784.0,809.9871389448624
29.79892578675972,1191.0,530.0,833.225378474289
86.75727763878562,4529.0,364.0,957.6249938840422
60.55238574836827,1399.0,691.0,701.2164463697347
72.19243386266018,1518.0,587.0,988.9471760752728
93.20103674594102,4405.0,544.0,286.6508542457136
40.35570353350358,4199.0,331.0,639.6868689157353
86.63027542315109,2185.0,516.0,337.25539228322793
77.32794966663019,6442.0,404.0,38.863634161868106
55.73277397578437,598.0,299.0,450.9554258947289
67.56066037218027,1988.0,995.0,908.6580788457376
42.14678705359575,2668.0,521.0,63.23458854536354
20.0101019753364,5269.0,181.0,934.5272834177864
74.81157237355472,5027.0,829.0,130.78733944112014
71.9369620001919,2613.0,987.0,783.8162324727147
65.14425732613486,6672.0,962.0,896.1146359627334
74.59544802303239,801.0,744.0,505.7038165783046
62.89042034203899,5082.0,830.0,114.5356305168736
49.6353307448239,3770.0,156.0,263.1862645328174
22.64835162051793,7737.0,918.0,783.7993244044351
87.48750092654544,6322.0,671.0,28.202280730081316
63.68169936554349,4183.0,907.0,404.24551601843154
73.07607010556868,5012.0,942.0,736.5663232318507
52.282055774074266,6873.0,737.0,474.8234786921773
64.87681132233192,4072.0,239.0,261.718619130416
24.95073831051812,8068.0,658.0,790.0904322550223
77.4548582401477,8055.0,345.0,583.9338544728502
57.73129630848773,5916.0,260.0,986.6974829732663
61.82816196875329,7376.0,147.0,717.2699604557928
67.60034549404561,2415.0,993.0,128.36637777453586
25.955493848227214,3683.0,261.0,314.4544975355517
86.14458187284829,2668.0,230.0,264.1760613466604
48.0914665265091,4650.0,328.0,378.3990130892817
60.402634846453566,7781.0,829.0,325.0794209718686
68.91681946591044,6576.0,709.0,125.2943411768954
40.48031074796093,1902.0,975.0,450.082970519658
67.69660303727963,3384.0,871.0,445.6703643158335
92.20762626899044,4231.0,545.0,290.7718441829649
33.83571898502295,6521.0,852.0,659.8220007909196
29.879658009092143,7944.0,907.0,311.4476074214613
52.061726594046135,2742.0,264.0,806.0547129372569
55.15759740983794,561.0,351.0,107.60828793951713
67.7218515484436,2963.0,110.0,347.1393871250979
56.45003703482023,5225.0,811.0,123.6060634196971
25.319916210033007,2946.0,250.0,837.0188049814036
52.4612001657102,6515.0,437.0,228.30369926528152
81.94836595310613,5308.0,358.0,302.7083888789029
39.465633738206776,4087.0,964.0,632.2807366408103
56.56783952550382,7046.0,988.0,160.25765575259103
51.63711339041235,5167.0,535.0,17.26080932781847
55.535737129846,1767.0,834.0,711.810121645583
24.670482941141422,2334.0,882.0,786.921985006738
57.89050801824786,2804.0,879.0,596.3783573514747
37.909715853615445,4419.0,453.0,903.6784553409026
50.32173104411518,762.0,940.0,741.7005077730236
54.389225666141805,4938.0,655.0,78.46203204131622
46.65384265143045,1617.0,529.0,425.8040333405909
37.08123020774072,4153.0,932.0,792.7841908811662
35.10228366019808,7422.0,665.0,585.383469483747
70.30492339293755,5447.0,956.0,174.391996266721
28.19481577322161,6385.0,112.0,10.920122701261452
54.36401650534195,3095.0,163.0,440.0178831598056
54.79485326092496,3476.0,92.0,466.06313153515424
52.55145246304065,1934.0,701.0,588.9902453719933
35.302672597167415,627.0,839.0,287.0937257239626
25.07512714250012,6517.0,520.0,807.9191118589079
59.72447929592149,6325.0,864.0,202.33083529178344
73.08763229223266,4323.0,124.0,596.0966743611722
91.28982894396526,4314.0,267.0,135.82527781625484
84.6027497272577,2881.0,286.0,699.7281603223811
65.94301012586143,1603.0,398.0,337.8350242725083
70.73509529197716,2962.0,504.0,730.253937922844
76.05833049475206,2616.0,736.0,345.929607299154
32.433090512245684,4820.0,474.0,841.4221486814535
47.735994199038245,1457.0,601.0,931.5158342402128
68.2928190155848,5102.0,974.0,469.9670371208812
34.101855096156214,3674.0,437.0,221.56116015462516
83.52956202379247,1229.0,539.0,542.2087794356402
20.877995804817804,3656.0,336.0,968.124710272
61.56698855990125,3520.0,936.0,859.3755400059066
65.28465897120408,6921.0,455.0,337.08755892896033
73.95152167768688,2009.0,980.0,676.9647162067349
28.36341592409573,8130.0,498.0,713.8909523303131
20.930302720798608,5949.0,60.0,370.0089053302551
52.32389153849722,4188.0,960.0,742.286068785477
42.240168596574144,1131.0,417.0,449.67409403136895
48.91339285526917,2878.0,528.0,324.13242264628167
41.05124116369807,6570.0,961.0,254.9257495877623
94.72507532204357,4712.0,583.0,570.4109299836834
60.83617496001972,4319.0,898.0,720.7533640307008
78.15096128023518,3830.0,605.0,679.878188471649
52.95537422708392,2148.0,494.0,439.4328603578374
77.56757213884387,6130.0,187.0,748.8992554701091
73.49051624619634,7961.0,910.0,239.5228787975792
20.101521928660112,3506.0,434.0,77.96217948639352
37.03846677676361,6114.0,407.0,924.8666387521668
33.816862942851955,5370.0,345.0,96.77333783270674
91.69391217164896,1839.0,898.0,52.882120521768826
63.71051263126172,6870.0,194.0,507.4659680586627
68.98720928984622,2987.0,687.0,554.9670593319111
24.69899025915159,6565.0,325.0,944.4890006416932
86.25985722395455,5615.0,55.0,912.608618143648
78.17088881939955,4387.0,692.0,23.49768366676325
20.744286584587677,7886.0,487.0,878.6776053371372
81.65773704501692,2264.0,271.0,305.7950423437091
34.70732845537947,4629.0,97.0,450.9326607180935
50.826580644915936,8005.0,240.0,35.55129893454992
55.34653755486234,2898.0,572.0,894.6989008126724
94.83656417614836,2699.0,619.0,635.699016338212
92.26244306656912,4212.0,939.0,674.8718655095367
33.05820015005632,3937.0,363.0,224.78668340524072
58.92742100971616,6634.0,655.0,41.40526689787084
41.55571973491848,5900.0,620.0,249.75290384399585
38.05195338743788,4521.0,103.0,281.6407591505616
80.83428274501031,6771.0,704.0,147.6121831470869
45.73755148794937,3216.0,437.0,215.7055867520745
53.64579732159069,2425.0,942.0,140.64566642772212
36.89876974634263,1647.0,956.0,487.88633834616513
90.26168465248188,5451.0,364.0,655.7129996011163
90.3728613836362,3734.0,857.0,792.1146931442831
25.38318546698848,3212.0,244.0,628.7299508922748
94.34959261731656,705.0,215.0,916.6495075171656
88.49652106821776,4908.0,848.0,64.86172955782199
62.09170912118937,7864.0,204.0,727.0119822241419
28.30404449947368,5841.0,88.0,10.184662888956485
57.23458642664748,2992.0,256.0,648.4126105868302
91.703535770895,5581.0,164.0,66.54599173673883
58.05589540383566,7573.0,359.0,602.0290261554621
50.53298668442207,4447.0,857.0,35.31410109883733
85.92341752117005,4968.0,839.0,400.19468631480186
58.9539394627953,4063.0,770.0,332.5652261627799
32.16750543368595,4799.0,137.0,431.6783313822701
88.74764268809055,5251.0,946.0,634.4102700470099
91.737604872461,6809.0,299.0,443.7949494996917
73.54644743799423,8051.0,162.0,861.0827892295296
42.46742584654054,3407.0,541.0,926.9431498655016
44.76612986536232,1488.0,803.0,90.8506031014953
41.53534685634317,5719.0,143.0,101.17776665759388
60.90739020551791,4598.0,900.0,729.5704427377551
67.70720348071566,3440.0,876.0,178.17386846043158
43.7571257800645,6009.0,925.0,396.0007488281698
62.37664946442621,4336.0,244.0,799.2389618529752
45.6835984126035,1202.0,93.0,578.1120919952764
71.5264449877432,2806.0,192.0,229.30209939197476
64.86689705478041,3692.0,140.0,254.05470658160317
28.10193155980185,6675.0,879.0,821.4134575351419
40.23655400961607,1211.0,126.0,696.8675013977377
20.759838802080758,6080.0,226.0,675.6659146707174
53.303281190165215,806.0,832.0,645.665642278875
30.44340283381964,3900.0,260.0,15.350874435943172
45.06787390220456,6809.0,380.0,911.6946442601152
77.45869495966897,4439.0,921.0,826.9592575470348
58.44910648587897,1993.0,832.0,631.838335931136
47.595556347656334,4211.0,589.0,370.4716472603944
47.65303781485965,2460.0,241.0,55.60243304515766
31.16660377493335,4922.0,818.0,16.19489631620553
76.1054884572149,3313.0,853.0,449.4647939967125
54.05012158970862,6648.0,771.0,136.29447282565718
57.938951971387176,7201.0,785.0,425.6502107094544
42.89830075225485,7768.0,534.0,931.3360515884402
88.20909582029314,6778.0,664.0,441.63522876488
27.90236916881424,3872.0,413.0,870.4831088290564
68.58630844928962,3454.0,965.0,296.54648601852614
57.530085928265095,6567.0,788.0,854.7100445051464
31.584481041749285,6124.0,160.0,655.7523597900597
60.72684379682474,956.0,751.0,189.3601323415199
74.21107274063628,7726.0,937.0,403.9053338014528
53.575506905781374,2882.0,266.0,450.99840043694496
37.80751012811047,2500.0,574.0,234.42374555417445
82.00305198061156,2085.0,192.0,418.2790298631875
39.23975468331859,3752.0,949.0,122.30640893287756
56.255557697986,5770.0,391.0,864.8450959636849
51.33207344563248,3920.0,568.0,371.0239694719932
33.032119485180786,1805.0,429.0,76.02694259139436
81.66349151123174,7413.0,229.0,847.1969870545689
91.75998616132146,6985.0,710.0,896.1060379598348
91.8086014278572,5760.0,318.0,965.5575421602778
80.88273410676032,6485.0,539.0,894.6586405856302
81.68167802512087,4974.0,981.0,732.9409010142894
68.92187364439548,881.0,606.0,121.24083712949576
90.7043239320584,895.0,702.0,677.2773595351276
42.01166174060913,5010.0,278.0,547.5681512792166
93.42358363811069,7126.0,679.0,243.2666226797319
32.44661714718387,686.0,204.0,576.9164245844288
77.13486435332729,4863.0,548.0,709.9451413298649
26.64535354772593,5942.0,946.0,767.5418954168481
46.66197578310181,6211.0,739.0,96.71538443188692
91.83423507411528,2994.0,651.0,321.4826198458468
67.71330235311746,4719.0,908.0,120.02577585869228
83.20339266204161,3579.0,482.0,240.74208377192664
63.939859134013936,2212.0,201.0,91.14607729722556
73.26820989674837,880.0,680.0,528.3279437345573
47.3445296148155,5631.0,936.0,732.8717187775699
39.91871247189546,7772.0,637.0,539.3143138447685
81.58987119126698,5020.0,461.0,918.3675795572073
31.058939502971292,1385.0,76.0,179.58200824345366
47.003784942573375,2754.0,579.0,819.4471445214413
48.838349573360944,6099.0,442.0,614.2737203651444
27.547810889265,5366.0,680.0,933.2191434589264
44.85102553272881,3145.0,810.0,936.024379694046
41.693357897949085,2063.0,710.0,829.2237542193167
28.60766539019131,5103.0,743.0,637.0776228397058
78.09901483858863,1308.0,879.0,536.3444135268381
54.616810581484245,4208.0,205.0,168.02865241784556
60.04756044108228,2432.0,176.0,988.6545871752496
78.52820926782353,5569.0,384.0,231.68534191862364
49.3644273633372,2913.0,640.0,416.390836119949
58.85590746791116,7959.0,557.0,509.5728343616186
43.54750380330146,2038.0,985.0,702.3460715901167
51.40949893056211,4594.0,612.0,653.9209963356257
30.55336460365688,4176.0,57.0,977.0264290993103
73.02323655917871,1232.0,417.0,922.9700087707714
62.01261375963814,4571.0,240.0,664.5292716444095
39.45011729878209,1114.0,743.0,325.50270795061834
72.78928187257483,658.0,351.0,179.8804033945381
84.91828592184142,2647.0,276.0,28.75594934061103
59.25431835307748,8061.0,616.0,497.673015169596
20.327245223773183,6773.0,74.0,175.78514707280863
58.34565966505634,4156.0,761.0,809.6406417816648
39.52151431745023,4920.0,968.0,472.06081283027095
35.80287229004024,4676.0,107.0,190.63346024596515
21.316427252497167,1016.0,946.0,860.1738155403169
53.03310127343181,1526.0,357.0,250.1524834130869
34.85732245698051,6540.0,162.0,191.617877138727
50.21549619744778,7666.0,336.0,334.8784716300717
33.9576063384708,6620.0,511.0,985.322809539768
60.87701891727038,4459.0,779.0,782.3873757981651
65.08056251001747,5879.0,377.0,812.3635350433113
32.431233486511694,3705.0,298.0,951.3104733172672
59.77265999368687,6237.0,491.0,385.8205968071536
57.54526783660307,6463.0,581.0,831.5230520701122
46.050749469413205,895.0,700.0,151.96141631078362
70.08535124198049,963.0,287.0,879.9815572949854
35.24173183145655,7893.0,241.0,561.8309146710453
78.9238713560174,1126.0,724.0,651.6239841887822
92.30588123675813,7690.0,343.0,995.5194108233462
21.63675475816171,853.0,744.0,469.4260225104596
47.143999312839874,6636.0,748.0,100.22923305023076
32.005372621592976,2141.0,734.0,61.86738263891261
29.11260322256885,3838.0,577.0,902.567175234197
40.76783655333567,2173.0,199.0,90.22822436040622
42.29283557814629,530.0,502.0,302.5132453804917
43.81900964458375,6237.0,520.0,933.1640343539038
91.30795307985036,6140.0,674.0,402.7875058909741
25.764655645712264,6752.0,972.0,872.6020947743849
78.23355848747934,3448.0,256.0,388.4297294576838
38.1482847737784,1791.0,448.0,708.8966742142071
85.52739450997588,5638.0,304.0,768.3118591066273
22.754102187561585,6885.0,273.0,30.810895658954983
68.48440562284479,4328.0,810.0,951.8828933593152
35.36609556130344,4617.0,142.0,136.49690626209053
58.8084763816281,1927.0,138.0,803.6674502593919
67.34806648189915,6043.0,880.0,348.42881264311114
54.444889787991045,4002.0,656.0,773.7969413785028
70.19001972035588,7486.0,275.0,987.8720437081968
48.14974309397015,5836.0,982.0,273.3377161617314
42.40441801915798,3866.0,353.0,126.1073463224406
54.372548114649234,3063.0,694.0,369.1260643951605
81.87870576350466,6854.0,279.0,557.2347443532473
40.6027861285919,7606.0,620.0,666.7289086745345
92.30216353741352,4970.0,188.0,390.88525074237054
88.03962730293723,4580.0,409.0,85.95559858435638
92.25458256601628,2499.0,758.0,330.5813791534071
79.48571554975545,1409.0,605.0,854.3971200160355
66.14735188023515,5189.0,677.0,481.6966585270055
56.30578022826512,5149.0,751.0,841.5977829983
51.65256950957293,7916.0,815.0,554.3655365807542
85.78179357636417,6180.0,902.0,583.1878700886037
91.74609658125937,765.0,174.0,476.2405581847893
52.45468520147785,6830.0,775.0,676.811112350077
80.33279057596287,1314.0,348.0,335.27256838694046
82.19650994875667,3273.0,826.0,332.4279540433137
52.93623624753112,8064.0,900.0,34.3718040028262
68.17441444289206,5554.0,415.0,294.45344934381296
41.0027997162867,5643.0,62.0,460.8293041258015
76.35313145217842,1092.0,758.0,528.3645416810856
91.85551100895351,6035.0,210.0,700.73914447776
37.42882422920359,3106.0,424.0,672.6634143983408
34.5967877528654,4333.0,416.0,113.629210830178
27.3796737285048,1808.0,549.0,295.12529246480074
82.7780843932205,1170.0,777.0,975.4281762157532
29.469855617337707,6938.0,120.0,996.5999997260926
65.43344370895178,5678.0,321.0,20.96776706836658
20.664746383510167,707.0,357.0,433.9021004685012
76.62814465597087,6234.0,765.0,858.6197404889928
77.41346742433323,7927.0,491.0,286.148695312742
69.97890601836548,5019.0,939.0,130.66920170694775
30.037127224976985,996.0,400.0,314.79538402162376
32.00187023473956,4413.0,387.0,206.82592032802893
78.04097417976172,713.0,985.0,20.388704728545
22.95946496681745,7508.0,281.0,334.1467491461135
70.09399991027203,1611.0,288.0,669.9509140305786
76.16197527224799,4434.0,859.0,656.4201615564638
74.71311714892975,3764.0,284.0,435.3266352578757
24.773068196498176,8156.0,539.0,916.630357059586
36.90359510050744,3275.0,823.0,763.2771178947946
54.4748652801996,5251.0,803.0,407.48263445922754
85.49921868956058,1491.0,271.0,693.5016646919612
35.15117513018674,4001.0,78.0,410.6778131913621
33.89976346465358,5715.0,989.0,377.8310462066757
86.46468353488059,6032.0,657.0,202.5031679873717
21.433707082232303,7515.0,168.0,624.1675396024838
40.65358806915639,2291.0,325.0,650.9833613380905
46.42812099572408,1504.0,964.0,549.3245047129609
58.43769865777488,7593.0,113.0,994.4711148832848
83.48857540177085,4150.0,435.0,331.1023496181052
33.8896675900601,6780.0,529.0,285.3185199156929
77.07783426880872,2922.0,119.0,72.4986101158868
33.11610778819696,7919.0,325.0,534.4168264472839
52.22426095542013,6844.0,647.0,764.0591174515259
27.240085264658063,7738.0,80.0,222.767366072852
73.37921043095366,7803.0,468.0,482.9647051355406
25.71794134801733,6714.0,759.0,417.0920265397356
23.28043042317105,6917.0,536.0,177.80905094739805
27.816860210626075,4057.0,81.0,358.026837449201
93.80098724078482,3198.0,250.0,203.7980503415684
92.53449614443778,2050.0,796.0,697.7072350820736
62.033047323533,3078.0,159.0,70.49362094343597
24.07490261171779,7275.0,901.0,795.1323980869494
60.99328565242212,6138.0,195.0,795.1972525834258
21.073645825029494,5353.0,296.0,214.515206059563
68.21614325440308,4175.0,977.0,309.9873319122097
23.51389313957024,4896.0,737.0,474.1019817017231
50.94663806364678,7671.0,566.0,171.70328160816666
54.34968192526786,4520.0,258.0,369.6400684349105
34.76942783400713,7560.0,624.0,830.8591338812985
48.29885404723946,4123.0,933.0,586.802359579962
27.91052749674729,6464.0,167.0,648.4538762394324
77.33958459910383,1334.0,866.0,642.1038969511442
21.751407224613946,1849.0,830.0,321.8604021115904
36.013352473300394,1178.0,367.0,888.2481240514614
78.63678975087018,3517.0,352.0,534.7618305012151
65.2619822032534,7069.0,122.0,944.1384025948254
68.83606886612556,5509.0,399.0,162.38031468507597
74.48462863347535,4441.0,671.0,242.64433475934467
80.29688806643902,2159.0,212.0,225.53538784837
49.211142117681526,8122.0,413.0,446.1337682742648
38.49527262335185,3501.0,57.0,541.6709015945545
70.90024675044236,4632.0,817.0,928.7712327265596
32.361111179707784,3299.0,420.0,436.6740629016138
40.761073084347935,6145.0,493.0,77.4279344762873
42.79598009305428,963.0,854.0,376.3242789013878
67.45339090614507,7806.0,997.0,532.2880125094257
65.0488299911267,6320.0,780.0,197.39080945684933
85.45476878634514,7843.0,215.0,512.0115998196641
49.63481807086275,5463.0,919.0,725.556754615306
40.94570663408078,3275.0,955.0,834.8723130307076
56.575030146594834,5032.0,89.0,33.86909147458016
59.19324495025589,3366.0,983.0,550.46429797591
21.76962234841469,3996.0,743.0,193.0710944924729
86.93924674661346,2881.0,448.0,157.64941768034006
67.73010276375553,1600.0,286.0,824.115720342279
61.437572555591686,6550.0,509.0,97.270636555278
74.63680078712099,7834.0,444.0,141.08056736149007
83.79620433808535,717.0,963.0,676.1186621536593
38.14487602366472,4141.0,513.0,314.0741916231694
94.61144704744632,1182.0,800.0,624.038940726223
47.83793175782207,3474.0,107.0,202.8257627103536
21.44957231882008,2288.0,893.0,281.76160677200744
25.344254582394395,1397.0,185.0,56.31798652205084
80.26120574726635,1173.0,798.0,251.1354146059856
35.66620430038728,960.0,712.0,284.10126979709213
81.69010957881476,5102.0,320.0,959.8774611258578
46.90366440627601,6227.0,226.0,160.36731061326395
29.07687503638948,1071.0,879.0,798.519545436285
69.52270397760036,5226.0,770.0,560.7647271845085
78.0975335478341,2531.0,951.0,59.7122873735507
24.356896406026237,4912.0,563.0,746.5882945441999
53.25350107843908,1029.0,155.0,788.0660234468243
54.21773817166565,5269.0,296.0,937.5585850938276
41.63040783640593,4882.0,229.0,518.0433314592156
71.49424351194551,5428.0,657.0,593.322468204377
38.14203711941292,3616.0,424.0,51.54443270919794
58.74294713344843,3878.0,856.0,172.98214397608206
76.50709416927268,3902.0,301.0,528.1731132167971
20.41293493703156,4826.0,757.0,420.9736901393738
64.08270206466486,7491.0,930.0,54.841697176946674
87.98280900083083,3668.0,97.0,768.1707488425608
79.49460128286908,918.0,636.0,233.47044660073612
71.62056768351778,5997.0,560.0,414.9942971485274
24.68431952143036,5972.0,322.0,363.0056126913109
80.19824823467829,4119.0,969.0,770.3253809600775
80.3680082631079,651.0,565.0,188.71304610849936
70.17667529968313,2503.0,906.0,864.3789556065547
56.22266540640164,4585.0,482.0,451.97750257858326
36.95217483619998,3024.0,969.0,93.41282364379155
52.4057662208147,4131.0,731.0,505.472542708051
90.73068783085309,7835.0,316.0,551.9967749636954
93.76411045364163,6968.0,709.0,831.4256376584082
29.607180977465003,597.0,806.0,17.97851230869859
46.21297790651141,3261.0,63.0,626.504959469905
51.691132123395846,5107.0,589.0,617.8396617106598
43.38978934376624,7449.0,664.0,47.32074766570427
86.51936751569521,6359.0,665.0,885.511598951196
83.77610008399216,2432.0,761.0,267.0072508713937
77.90093572324928,5742.0,978.0,135.00842573665454
94.53862916747735,3424.0,953.0,592.2127012293925
48.53004117278073,5202.0,109.0,457.5657308432523
75.3948093599248,3484.0,105.0,755.3201693233842
52.76380269613847,7126.0,817.0,33.29716946995778
66.02030856780938,6380.0,845.0,330.4935173543194
93.85023046433813,2188.0,563.0,997.6465940288716
32.5214816560399,4494.0,838.0,467.9676116341016
42.09645472596449,2871.0,277.0,155.7548036664118
41.43376666444027,7427.0,542.0,339.45306027118755
27.03929636175172,6423.0,230.0,681.7062569640755
81.62276732828538,2419.0,256.0,285.06671157449983
45.37006294958738,3627.0,519.0,943.743074731672
50.722167117142405,1646.0,205.0,636.4745845548919
69.0630951105556,2500.0,807.0,996.9401264034618
83.42032722424301,2330.0,688.0,338.66660671837576
79.84356197119206,7775.0,994.0,899.8000108399742
83.74815286104965,3220.0,560.0,802.2042842067433
87.50623872623605,4945.0,673.0,261.99513749244454
44.38280115737742,901.0,619.0,772.7427488632499
61.8981797337819,5797.0,455.0,621.3538239116884
53.70123065297315,3822.0,884.0,601.8615869772281
23.919340946451783,3621.0,950.0,258.5693026285161
80.27026515811514,1843.0,991.0,860.9608329487575
85.24768697357638,2553.0,322.0,76.70310280670647
54.32747038694705,5609.0,921.0,145.9881285089875
52.289700384665565,1576.0,377.0,77.29356682120967
42.45466912787609,6958.0,267.0,159.85745955064218
25.223086112180432,5132.0,812.0,942.1610842065944
22.489201592181967,7774.0,948.0,314.1665722292433
84.17720703781545,639.0,296.0,321.86026865296424
26.53195750968286,2926.0,237.0,22.217635599770265
70.71331715565755,3919.0,413.0,703.4274811649389
71.57915318229206,753.0,420.0,92.88768846689491
66.46920030948806,3292.0,863.0,266.79451673576426
35.28248443457668,3048.0,233.0,558.8131144042054
66.125972602915,3935.0,269.0,838.1335057118532
86.18122763055041,1875.0,193.0,494.14541755454377
92.04702316348998,7216.0,68.0,508.6517232349565
72.77644830955968,6773.0,839.0,623.7688792254226
52.77469142492156,5326.0,965.0,636.9305695933162
45.88941563706579,7489.0,802.0,838.0567137557831
81.7842788165971,3067.0,783.0,265.52288986886373
74.44849324889717,1973.0,840.0,206.11456155308667
41.99814580854235,2133.0,488.0,332.6225291896325
93.58943968730868,3818.0,433.0,702.6005676932929
52.53630646823972,2248.0,495.0,140.96506817452786
91.84505907925778,514.0,75.0,703.9260113678192
59.82032588090704,2300.0,494.0,689.64880361282
84.51047700120762,3962.0,771.0,807.4706544402964
20.39222101571845,2673.0,887.0,733.845771010368
83.44410797582991,6808.0,745.0,797.1074374300698
37.99055845669585,6531.0,317.0,527.9809244211662
90.80315703690484,1870.0,473.0,24.462907137794037
80.53666530236619,2359.0,613.0,864.2931695758791
93.26002463829946,3762.0,699.0,985.9472676417038
60.55953162391583,6545.0,272.0,555.540443761983
89.98349985076682,7208.0,507.0,343.9378446097153
30.71569710045588,6032.0,742.0,822.3466178631616
90.62942837141938,1121.0,955.0,731.4983600340103
27.64192910495101,5241.0,427.0,80.20679989309944
45.52903281908793,7244.0,614.0,912.8399883576368
20.90813564261656,2513.0,250.0,326.4555347391419
57.54682010528133,7536.0,186.0,787.2328206673594
72.66940745237483,1818.0,121.0,952.8911529366771
68.82301003632156,4154.0,967.0,991.539032164364
76.95486968134728,1892.0,732.0,294.9529858630898
88.2457357890794,5865.0,530.0,977.8140607415928
31.91811257520152,7283.0,404.0,137.88270079067928
91.0766019473353,1712.0,769.0,91.58191214332872
93.87422421056564,7091.0,161.0,136.09577871340227
83.05272710084,6130.0,418.0,501.9265633150484
41.78783792535653,3116.0,294.0,24.237423624311443
25.77937093507484,2550.0,307.0,216.50248406364025
34.687481310070254,3310.0,212.0,52.31221000133186
20.2413697703209,2472.0,169.0,324.3790340708067
42.59489455700003,4463.0,145.0,125.3130711766037
66.96757410657979,6000.0,189.0,282.78120146944264
48.81550347393502,2762.0,547.0,939.2781651604386
85.4565379674596,7501.0,425.0,678.8650965022608
62.903648252697565,2707.0,926.0,290.530428202207
42.15835831080652,5878.0,590.0,713.0136186739065
42.92031616176612,4298.0,726.0,71.2668446636705
21.27107486671857,1608.0,296.0,887.6375013754836
51.42108426406065,3476.0,234.0,759.190509344459
56.41922747445484,2858.0,335.0,309.80159008895475
77.66920865807307,2425.0,404.0,922.2982579883436
86.98176538965612,7717.0,717.0,422.1001528810283
30.245067773837945,5439.0,360.0,288.5790523504414
50.38270208956748,3189.0,560.0,73.04791982749157
87.39204535061295,4946.0,475.0,433.8736212998186
24.279104086344077,5288.0,388.0,203.05889063422964
56.92441100008865,5482.0,282.0,887.0548555424507
79.1335507439974,3605.0,285.0,352.1687436406375
53.7304881837905,4408.0,499.0,102.3387323103882
40.68256761885177,6250.0,774.0,717.7505387504006
41.32055696956376,5057.0,211.0,582.0496917963213
42.67499370136203,2423.0,698.0,100.39571451922352
77.7618658817822,3191.0,592.0,404.65606927093336
62.88292640362417,5176.0,958.0,607.3008542499144
28.586572854942883,7758.0,471.0,459.7356128219243
37.11765226202744,4276.0,257.0,740.0358448688268
31.022203219115724,1243.0,494.0,740.501611017055
84.28844427490647,678.0,985.0,485.2469035369848
30.647899232074543,7383.0,994.0,279.06865091932787
